2000	3	15	6	0	16.2987
2000	3	15	12	0	16.8782
2000	3	15	18	0	16.9135
2000	3	16	0	0	17.0207
2000	3	16	6	0	18.1197
2000	3	16	12	0	21.029
2000	3	16	18	0	24.7752
2000	3	17	0	0	25.976
2000	3	17	6	0	25.836
2000	3	17	12	0	25.0503
2000	3	17	18	0	24.3625
2000	3	18	0	0	24.2747
2000	3	18	6	0	47.1013
2000	3	18	12	0	76.1447
2000	3	18	18	0	81.3187
2000	3	19	0	0	66.6658
2000	3	19	6	0	55.6795
2000	3	19	12	0	50.7663
2000	3	19	18	0	48.043
2000	3	20	0	0	44.0023
2000	3	20	6	0	37.7028
2000	3	20	12	0	33.1695
2000	3	20	18	0	31.9132
2000	3	21	0	0	41.1823
2000	3	21	6	0	39.4497
2000	3	21	12	0	38.358
2000	3	21	18	0	43.2985
2000	3	22	0	0	51.9272
2000	3	22	6	0	59.1657
2000	3	22	12	0	61.9493
2000	3	22	18	0	60.134
2000	3	23	0	0	52.8518
2000	3	23	6	0	44.1837
2000	3	23	12	0	36.4083
2000	3	23	18	0	31.1773
2000	3	24	0	0	28.3885
2000	3	24	6	0	26.8262
2000	3	24	12	0	25.445
2000	3	24	18	0	23.9453
2000	3	25	0	0	22.6808
2000	3	25	6	0	22.0827
2000	3	25	12	0	21.3893
2000	3	25	18	0	20.4872
2000	3	26	0	0	20.0928
2000	3	26	6	0	20.024
2000	3	26	12	0	19.5567
2000	3	26	18	0	18.7077
2000	3	27	0	0	18.0743
2000	3	27	6	0	17.782
2000	3	27	12	0	17.297
2000	3	27	18	0	16.7055
2000	3	28	0	0	16.463
2000	3	28	6	0	16.567
2000	3	28	12	0	29.0895
2000	3	28	18	0	36.302
2000	3	29	0	0	56.9303
2000	3	29	6	0	43.469
2000	3	29	12	0	39.9645
2000	3	29	18	0	42.4708
2000	3	30	0	0	52.9762
2000	3	30	6	0	50.9233
2000	3	30	12	0	53.6905
2000	3	30	18	0	59.2442
2000	3	31	0	0	53.8795
2000	3	31	6	0	50.214
2000	3	31	12	0	48.3712
2000	3	31	18	0	45.9698
2000	4	1	0	0	43.6343
2000	4	1	6	0	41.3555
2000	4	1	12	0	38.5832
2000	4	1	18	0	35.3852
2000	4	2	0	0	32.8412
2000	4	2	6	0	31.073
2000	4	2	12	0	29.1835
2000	4	2	18	0	26.9755
2000	4	3	0	0	25.2992
2000	4	3	6	0	24.2183
2000	4	3	12	0	23.1075
2000	4	3	18	0	21.872
2000	4	4	0	0	20.8818
2000	4	4	6	0	20.2942
2000	4	4	12	0	20.2778
2000	4	4	18	0	26.436
2000	4	5	0	0	59.7992
2000	4	5	6	0	68.1285
2000	4	5	12	0	67.0718
2000	4	5	18	0	67.5167
2000	4	6	0	0	66.3877
2000	4	6	6	0	60.8975
2000	4	6	12	0	57.5252
2000	4	6	18	0	54.6083
2000	4	7	0	0	51.8403
2000	4	7	6	0	49.5482
2000	4	7	12	0	46.9795
2000	4	7	18	0	43.8207
2000	4	8	0	0	41.1507
2000	4	8	6	0	39.5858
2000	4	8	12	0	38.0213
2000	4	8	18	0	35.8943
2000	4	9	0	0	34.1708
2000	4	9	6	0	33.1078
2000	4	9	12	0	31.825
2000	4	9	18	0	30.1973
2000	4	10	0	0	28.7525
2000	4	10	6	0	27.3467
2000	4	10	12	0	26.1293
2000	4	10	18	0	24.7928
2000	4	11	0	0	23.5843
2000	4	11	6	0	22.64
2000	4	11	12	0	22.6288
2000	4	11	18	0	22.7638
2000	4	12	0	0	22.8948
2000	4	12	6	0	23.0305
2000	4	12	12	0	23.164
2000	4	12	18	0	23.299
2000	4	13	0	0	23.433
2000	4	13	6	0	23.5683
2000	4	13	12	0	23.607
2000	4	13	18	0	22.8602
2000	4	14	0	0	22.5153
2000	4	14	6	0	22.5462
2000	4	14	12	0	22.4323
2000	4	14	18	0	21.7862
2000	4	15	0	0	22.5565
2000	4	15	6	0	25.3195
2000	4	15	12	0	27.1308
2000	4	15	18	0	26.0723
2000	4	16	0	0	24.7602
2000	4	16	6	0	24.2552
2000	4	16	12	0	23.2738
2000	4	16	18	0	22.0403
2000	4	17	0	0	21.427
2000	4	17	6	0	21.1558
2000	4	17	12	0	20.7523
2000	4	17	18	0	19.897
2000	4	18	0	0	19.1658
2000	4	18	6	0	18.375
2000	4	18	12	0	18.1192
2000	4	18	18	0	18.033
2000	4	19	0	0	20.953
2000	4	19	6	0	21.9722
2000	4	19	12	0	22.7223
2000	4	19	18	0	24.0177
2000	4	20	0	0	27.0713
2000	4	20	6	0	29.1368
2000	4	20	12	0	28.4033
2000	4	20	18	0	26.5878
2000	4	21	0	0	25.5285
2000	4	21	6	0	25.4363
2000	4	21	12	0	25.41
2000	4	21	18	0	26.8125
2000	4	22	0	0	30.6557
2000	4	22	6	0	34.3962
2000	4	22	12	0	37.2982
2000	4	22	18	0	38.6078
2000	4	23	0	0	38.503
2000	4	23	6	0	37.493
2000	4	23	12	0	35.4442
2000	4	23	18	0	33.1818
2000	4	24	0	0	30.8967
2000	4	24	6	0	29.184
2000	4	24	12	0	27.2765
2000	4	24	18	0	25.0597
2000	4	25	0	0	23.0995
2000	4	25	6	0	21.867
2000	4	25	12	0	20.8815
2000	4	25	18	0	20.0027
2000	4	26	0	0	19.6298
2000	4	26	6	0	19.5068
2000	4	26	12	0	19.2775
